user_id,week,actions
22.0,32,sent_weekly_digest
22.0,33,"email_open, sent_weekly_digest"
22.0,34,sent_weekly_digest
22.0,35,"email_open, sent_weekly_digest"
30.0,18,sent_weekly_digest
30.0,19,sent_weekly_digest
30.0,20,sent_weekly_digest
30.0,21,"email_open, sent_weekly_digest"
30.0,22,"email_open, sent_weekly_digest"
30.0,23,sent_weekly_digest
30.0,24,sent_weekly_digest
30.0,25,"email_open, email_clickthrough, sent_weekly_digest"
30.0,26,sent_weekly_digest
30.0,27,sent_weekly_digest
30.0,28,sent_weekly_digest
30.0,29,"email_open, sent_weekly_digest"
30.0,30,sent_weekly_digest
30.0,31,sent_weekly_digest
30.0,32,sent_weekly_digest
30.0,33,"email_open, sent_weekly_digest"
30.0,34,"email_open, sent_weekly_digest"
30.0,35,sent_weekly_digest
49.0,19,"email_open, sent_weekly_digest"
49.0,20,sent_weekly_digest
49.0,21,sent_weekly_digest
49.0,22,sent_weekly_digest
49.0,23,"email_open, email_clickthrough, sent_weekly_digest"
49.0,24,sent_weekly_digest
49.0,25,sent_weekly_digest
49.0,26,sent_weekly_digest
49.0,27,sent_weekly_digest
49.0,28,sent_weekly_digest
49.0,29,sent_weekly_digest
49.0,30,"email_open, sent_weekly_digest"
49.0,31,"email_open, sent_weekly_digest"
49.0,32,"email_open, sent_weekly_digest"
49.0,33,sent_weekly_digest
49.0,34,sent_weekly_digest
49.0,35,sent_weekly_digest
59.0,19,sent_weekly_digest
59.0,20,sent_weekly_digest
59.0,21,sent_weekly_digest
59.0,22,"email_open, sent_weekly_digest"
59.0,23,"email_open, email_clickthrough, sent_weekly_digest"
59.0,24,sent_weekly_digest
59.0,25,sent_weekly_digest
59.0,26,sent_weekly_digest
59.0,27,sent_weekly_digest
59.0,28,sent_weekly_digest
59.0,29,"email_open, sent_weekly_digest"
59.0,30,sent_weekly_digest
59.0,31,sent_weekly_digest
59.0,32,"email_open, email_clickthrough, sent_weekly_digest"
59.0,33,"email_open, email_clickthrough, sent_weekly_digest"
59.0,34,sent_weekly_digest
59.0,35,sent_weekly_digest
64.0,19,sent_weekly_digest
64.0,20,sent_weekly_digest
64.0,21,sent_weekly_digest
64.0,22,sent_weekly_digest
64.0,23,sent_weekly_digest
64.0,24,sent_weekly_digest
64.0,25,sent_weekly_digest
64.0,26,"email_open, email_clickthrough, sent_weekly_digest"
64.0,27,"email_open, sent_weekly_digest"
64.0,28,"email_open, email_clickthrough, sent_weekly_digest"
64.0,29,"email_open, sent_weekly_digest"
64.0,30,sent_weekly_digest
64.0,31,"email_open, sent_weekly_digest"
64.0,32,sent_weekly_digest
64.0,33,sent_weekly_digest
64.0,34,sent_weekly_digest
64.0,35,sent_weekly_digest
66.0,19,sent_weekly_digest
66.0,20,sent_weekly_digest
66.0,21,sent_weekly_digest
66.0,22,sent_weekly_digest
66.0,23,sent_weekly_digest
66.0,24,"email_open, sent_weekly_digest"
66.0,25,"email_open, sent_weekly_digest"
66.0,26,sent_weekly_digest
66.0,27,sent_weekly_digest
66.0,28,"email_open, sent_weekly_digest"
66.0,29,sent_weekly_digest
66.0,30,sent_weekly_digest
66.0,31,"email_open, sent_weekly_digest"
66.0,32,sent_weekly_digest
66.0,33,sent_weekly_digest
66.0,34,sent_weekly_digest
66.0,35,"email_open, sent_weekly_digest"
67.0,19,sent_weekly_digest
67.0,20,sent_weekly_digest
67.0,21,sent_weekly_digest
67.0,22,"email_open, sent_weekly_digest"
67.0,23,sent_weekly_digest
67.0,24,sent_weekly_digest
67.0,25,sent_weekly_digest
67.0,26,sent_weekly_digest
67.0,27,"email_open, sent_weekly_digest"
67.0,28,"email_open, sent_weekly_digest"
67.0,29,sent_weekly_digest
67.0,30,sent_weekly_digest
67.0,31,sent_weekly_digest
67.0,32,sent_weekly_digest
67.0,33,"email_open, sent_weekly_digest"
67.0,34,sent_weekly_digest
67.0,35,"email_open, sent_weekly_digest"
78.0,19,sent_weekly_digest
78.0,20,sent_weekly_digest
78.0,21,"email_open, sent_weekly_digest"
78.0,22,sent_weekly_digest
78.0,23,sent_weekly_digest
78.0,24,sent_weekly_digest
78.0,25,"email_open, email_clickthrough, sent_weekly_digest"
78.0,26,sent_weekly_digest
78.0,27,sent_weekly_digest
78.0,28,"email_open, sent_weekly_digest"
78.0,29,sent_weekly_digest
78.0,30,"email_open, email_clickthrough, sent_weekly_digest"
78.0,31,"email_open, email_clickthrough, sent_weekly_digest"
78.0,32,sent_weekly_digest
78.0,33,"email_open, sent_weekly_digest"
78.0,34,"email_open, email_clickthrough, sent_weekly_digest"
78.0,35,sent_weekly_digest
80.0,19,sent_weekly_digest
80.0,20,"email_open, email_clickthrough, sent_weekly_digest"
80.0,21,"email_open, sent_weekly_digest"
80.0,22,"email_open, sent_weekly_digest"
80.0,23,sent_weekly_digest
80.0,24,sent_weekly_digest
80.0,25,sent_weekly_digest
80.0,26,sent_weekly_digest
80.0,27,sent_weekly_digest
80.0,28,"email_open, sent_weekly_digest"
80.0,29,sent_weekly_digest
80.0,30,sent_weekly_digest
80.0,31,"email_open, sent_weekly_digest"
80.0,32,"email_open, email_clickthrough, sent_weekly_digest"
80.0,33,sent_weekly_digest
80.0,34,"email_open, sent_weekly_digest"
80.0,35,sent_weekly_digest
83.0,19,sent_weekly_digest
83.0,20,sent_weekly_digest
83.0,21,sent_weekly_digest
83.0,22,sent_weekly_digest
83.0,23,"email_open, email_clickthrough, sent_weekly_digest"
83.0,24,sent_weekly_digest
83.0,25,"email_open, sent_weekly_digest"
83.0,26,"email_open, sent_weekly_digest"
83.0,27,sent_weekly_digest
83.0,28,sent_weekly_digest
83.0,29,sent_weekly_digest
83.0,30,sent_weekly_digest
83.0,31,sent_weekly_digest
83.0,32,sent_weekly_digest
83.0,33,sent_weekly_digest
83.0,34,sent_weekly_digest
83.0,35,"email_open, sent_weekly_digest"
86.0,19,sent_weekly_digest
86.0,20,sent_weekly_digest
86.0,21,sent_weekly_digest
86.0,22,"email_open, email_clickthrough, sent_weekly_digest"
86.0,23,sent_weekly_digest
86.0,24,sent_weekly_digest
86.0,25,sent_weekly_digest
86.0,26,"email_open, sent_weekly_digest"
86.0,27,sent_weekly_digest
86.0,28,sent_weekly_digest
86.0,29,sent_weekly_digest
86.0,30,sent_weekly_digest
86.0,31,sent_weekly_digest
86.0,32,"email_open, email_clickthrough, sent_weekly_digest"
86.0,33,sent_weekly_digest
86.0,34,sent_weekly_digest
86.0,35,"email_open, email_clickthrough, sent_weekly_digest"
98.0,18,sent_weekly_digest
98.0,19,"email_open, sent_weekly_digest"
98.0,20,sent_weekly_digest
98.0,21,"email_open, sent_weekly_digest"
98.0,22,sent_weekly_digest
98.0,23,sent_weekly_digest
98.0,24,sent_weekly_digest
98.0,25,"email_open, email_clickthrough, sent_weekly_digest"
98.0,26,"email_open, sent_weekly_digest"
98.0,27,sent_weekly_digest
98.0,28,"email_open, sent_weekly_digest"
98.0,29,sent_weekly_digest
98.0,30,sent_weekly_digest
98.0,31,sent_weekly_digest
98.0,32,"email_open, sent_weekly_digest"
98.0,33,sent_weekly_digest
98.0,34,"email_open, email_clickthrough, sent_weekly_digest"
98.0,35,sent_weekly_digest
101.0,18,sent_weekly_digest
101.0,19,"email_open, email_clickthrough, sent_weekly_digest"
101.0,20,sent_weekly_digest
101.0,21,sent_weekly_digest
101.0,22,sent_weekly_digest
101.0,23,sent_weekly_digest
101.0,24,sent_weekly_digest
101.0,25,"email_open, email_clickthrough, sent_weekly_digest"
101.0,26,sent_weekly_digest
101.0,27,"email_open, sent_weekly_digest"
101.0,28,sent_weekly_digest
101.0,29,"email_open, sent_weekly_digest"
101.0,30,"email_open, sent_weekly_digest"
101.0,31,"email_open, email_clickthrough, sent_weekly_digest"
101.0,32,"email_open, email_clickthrough, sent_weekly_digest"
101.0,33,"email_open, email_clickthrough, sent_weekly_digest"
101.0,34,"email_open, email_clickthrough, sent_weekly_digest"
101.0,35,sent_weekly_digest
108.0,18,"email_open, sent_weekly_digest"
108.0,19,"email_open, sent_weekly_digest"
108.0,20,sent_weekly_digest
108.0,21,"email_open, sent_weekly_digest"
108.0,22,sent_weekly_digest
108.0,23,"email_open, sent_weekly_digest"
108.0,24,sent_weekly_digest
108.0,25,"email_open, sent_weekly_digest"
108.0,26,sent_weekly_digest
108.0,27,sent_weekly_digest
108.0,28,"email_open, sent_weekly_digest"
108.0,29,sent_weekly_digest
108.0,30,sent_weekly_digest
108.0,31,"email_open, sent_weekly_digest"
108.0,32,sent_weekly_digest
108.0,33,"email_open, sent_weekly_digest"
108.0,34,sent_weekly_digest
108.0,35,sent_weekly_digest
117.0,19,"email_open, sent_weekly_digest"
117.0,20,sent_weekly_digest
117.0,21,sent_weekly_digest
117.0,22,sent_weekly_digest
117.0,23,sent_weekly_digest
117.0,24,sent_weekly_digest
117.0,25,sent_weekly_digest
117.0,26,sent_weekly_digest
117.0,27,sent_weekly_digest
117.0,28,sent_weekly_digest
117.0,29,"email_open, sent_weekly_digest"
117.0,30,sent_weekly_digest
117.0,31,"email_open, sent_weekly_digest"
117.0,32,sent_weekly_digest
117.0,33,sent_weekly_digest
117.0,34,sent_weekly_digest
117.0,35,"email_open, sent_weekly_digest"
120.0,19,sent_weekly_digest
120.0,20,sent_weekly_digest
120.0,21,sent_weekly_digest
120.0,22,"email_open, sent_weekly_digest"
120.0,23,sent_weekly_digest
120.0,24,sent_weekly_digest
120.0,25,sent_weekly_digest
120.0,26,sent_weekly_digest
120.0,27,"email_open, sent_weekly_digest"
120.0,28,sent_weekly_digest
120.0,29,"email_open, sent_weekly_digest"
120.0,30,sent_weekly_digest
120.0,31,sent_weekly_digest
120.0,32,sent_weekly_digest
120.0,33,"email_open, sent_weekly_digest"
120.0,34,sent_weekly_digest
120.0,35,sent_weekly_digest
124.0,19,sent_weekly_digest
124.0,20,sent_weekly_digest
124.0,21,"email_open, sent_weekly_digest"
124.0,22,"email_open, sent_weekly_digest"
124.0,23,sent_weekly_digest
124.0,24,sent_weekly_digest
124.0,25,sent_weekly_digest
124.0,26,sent_weekly_digest
124.0,27,"email_open, email_clickthrough, sent_weekly_digest"
124.0,28,"email_open, sent_weekly_digest"
124.0,29,sent_weekly_digest
124.0,30,sent_weekly_digest
124.0,31,sent_weekly_digest
124.0,32,"email_open, email_clickthrough, sent_weekly_digest"
124.0,33,sent_weekly_digest
124.0,34,"email_open, sent_weekly_digest"
124.0,35,sent_weekly_digest
128.0,19,sent_weekly_digest
128.0,20,"email_open, email_clickthrough, sent_weekly_digest"
128.0,21,sent_weekly_digest
128.0,22,"email_open, email_clickthrough, sent_weekly_digest"
128.0,23,sent_weekly_digest
128.0,24,sent_weekly_digest
128.0,25,sent_weekly_digest
128.0,26,sent_weekly_digest
128.0,27,sent_weekly_digest
128.0,28,sent_weekly_digest
128.0,29,sent_weekly_digest
128.0,30,"email_open, email_clickthrough, sent_weekly_digest"
128.0,31,"email_open, sent_weekly_digest"
128.0,32,"email_open, email_clickthrough, sent_weekly_digest"
128.0,33,sent_weekly_digest
128.0,34,"email_open, sent_weekly_digest"
128.0,35,sent_weekly_digest
134.0,19,sent_weekly_digest
134.0,20,sent_weekly_digest
134.0,21,sent_weekly_digest
134.0,22,"email_open, email_clickthrough, sent_weekly_digest"
134.0,23,"email_open, email_clickthrough, sent_weekly_digest"
134.0,24,"email_open, sent_weekly_digest"
134.0,25,sent_weekly_digest
134.0,26,sent_weekly_digest
134.0,27,sent_weekly_digest
134.0,28,"email_open, sent_weekly_digest"
134.0,29,sent_weekly_digest
134.0,30,"email_open, email_clickthrough, sent_weekly_digest"
134.0,31,"email_open, sent_weekly_digest"
134.0,32,sent_weekly_digest
134.0,33,"email_open, sent_weekly_digest"
134.0,34,"email_open, sent_weekly_digest"
134.0,35,"email_open, email_clickthrough, sent_weekly_digest"
136.0,19,"email_open, email_clickthrough, sent_weekly_digest"
136.0,20,sent_weekly_digest
136.0,21,"email_open, sent_weekly_digest"
136.0,22,"email_open, email_clickthrough, sent_weekly_digest"
136.0,23,sent_weekly_digest
136.0,24,sent_weekly_digest
136.0,25,sent_weekly_digest
136.0,26,sent_weekly_digest
136.0,27,sent_weekly_digest
136.0,28,sent_weekly_digest
136.0,29,sent_weekly_digest
136.0,30,"email_open, sent_weekly_digest"
136.0,31,sent_weekly_digest
136.0,32,sent_weekly_digest
136.0,33,sent_weekly_digest
136.0,34,"email_open, sent_weekly_digest"
136.0,35,"email_open, sent_weekly_digest"
138.0,19,sent_weekly_digest
138.0,20,"email_open, sent_weekly_digest"
138.0,21,sent_weekly_digest
138.0,22,sent_weekly_digest
138.0,23,sent_weekly_digest
138.0,24,"email_open, sent_weekly_digest"
138.0,25,"email_open, sent_weekly_digest"
138.0,26,sent_weekly_digest
138.0,27,sent_weekly_digest
138.0,28,sent_weekly_digest
138.0,29,sent_weekly_digest
138.0,30,sent_weekly_digest
138.0,31,sent_weekly_digest
138.0,32,sent_weekly_digest
138.0,33,sent_weekly_digest
138.0,34,"email_open, sent_weekly_digest"
138.0,35,"email_open, sent_weekly_digest"
140.0,19,"email_open, sent_weekly_digest"
140.0,20,"email_open, email_clickthrough, sent_weekly_digest"
140.0,21,sent_weekly_digest
140.0,22,sent_weekly_digest
140.0,23,sent_weekly_digest
140.0,24,sent_weekly_digest
140.0,25,sent_weekly_digest
140.0,26,sent_weekly_digest
140.0,27,sent_weekly_digest
140.0,28,sent_weekly_digest
140.0,29,sent_weekly_digest
140.0,30,sent_weekly_digest
140.0,31,sent_weekly_digest
140.0,32,sent_weekly_digest
140.0,33,sent_weekly_digest
140.0,34,sent_weekly_digest
140.0,35,"email_open, sent_weekly_digest"
145.0,19,sent_weekly_digest
145.0,20,"email_open, sent_weekly_digest"
145.0,21,sent_weekly_digest
145.0,22,"email_open, sent_weekly_digest"
145.0,23,sent_weekly_digest
145.0,24,sent_weekly_digest
145.0,25,sent_weekly_digest
145.0,26,sent_weekly_digest
145.0,27,sent_weekly_digest
145.0,28,sent_weekly_digest
145.0,29,sent_weekly_digest
145.0,30,sent_weekly_digest
145.0,31,"email_open, sent_weekly_digest"
145.0,32,sent_weekly_digest
145.0,33,sent_weekly_digest
145.0,34,sent_weekly_digest
145.0,35,sent_weekly_digest
150.0,19,sent_weekly_digest
150.0,20,sent_weekly_digest
150.0,21,sent_weekly_digest
150.0,22,sent_weekly_digest
150.0,23,"email_open, email_clickthrough, sent_weekly_digest"
150.0,24,sent_weekly_digest
150.0,25,"email_open, sent_weekly_digest"
150.0,26,sent_weekly_digest
150.0,27,sent_weekly_digest
150.0,28,"email_open, email_clickthrough, sent_weekly_digest"
150.0,29,"email_open, email_clickthrough, sent_weekly_digest"
150.0,30,"email_open, sent_weekly_digest"
150.0,31,sent_weekly_digest
150.0,32,sent_weekly_digest
150.0,33,sent_weekly_digest
150.0,34,"email_open, email_clickthrough, sent_weekly_digest"
150.0,35,sent_weekly_digest
155.0,19,sent_weekly_digest
155.0,20,sent_weekly_digest
155.0,21,"email_open, sent_weekly_digest"
155.0,22,sent_weekly_digest
155.0,23,sent_weekly_digest
155.0,24,"email_open, sent_weekly_digest"
155.0,25,sent_weekly_digest
155.0,26,sent_weekly_digest
155.0,27,"email_open, sent_weekly_digest"
155.0,28,"email_open, sent_weekly_digest"
155.0,29,sent_weekly_digest
155.0,30,sent_weekly_digest
155.0,31,sent_weekly_digest
155.0,32,sent_weekly_digest
155.0,33,sent_weekly_digest
155.0,34,sent_weekly_digest
155.0,35,sent_weekly_digest
163.0,19,sent_weekly_digest
163.0,20,sent_weekly_digest
163.0,21,"email_open, sent_weekly_digest"
163.0,22,sent_weekly_digest
163.0,23,sent_weekly_digest
163.0,24,sent_weekly_digest
163.0,25,"email_open, email_clickthrough, sent_weekly_digest"
163.0,26,"email_open, sent_weekly_digest"
163.0,27,sent_weekly_digest
163.0,28,"email_open, email_clickthrough, sent_weekly_digest"
163.0,29,"email_open, sent_weekly_digest"
163.0,30,"email_open, sent_weekly_digest"
163.0,31,"email_open, sent_weekly_digest"
163.0,32,"email_open, sent_weekly_digest"
163.0,33,sent_weekly_digest
163.0,34,"email_open, email_clickthrough, sent_weekly_digest"
163.0,35,"email_open, sent_weekly_digest"
170.0,18,sent_weekly_digest
170.0,19,sent_weekly_digest
170.0,20,"email_open, sent_weekly_digest"
170.0,21,"email_open, sent_weekly_digest"
170.0,22,"email_open, sent_weekly_digest"
170.0,23,sent_weekly_digest
170.0,24,sent_weekly_digest
170.0,25,sent_weekly_digest
170.0,26,sent_weekly_digest
170.0,27,sent_weekly_digest
170.0,28,sent_weekly_digest
170.0,29,sent_weekly_digest
170.0,30,sent_weekly_digest
170.0,31,sent_weekly_digest
170.0,32,"email_open, sent_weekly_digest"
170.0,33,"email_open, sent_weekly_digest"
170.0,34,sent_weekly_digest
170.0,35,"email_open, email_clickthrough, sent_weekly_digest"
171.0,18,sent_weekly_digest
171.0,19,"email_open, email_clickthrough, sent_weekly_digest"
171.0,20,sent_weekly_digest
171.0,21,sent_weekly_digest
171.0,22,"email_open, sent_weekly_digest"
171.0,23,sent_weekly_digest
171.0,24,sent_weekly_digest
171.0,25,sent_weekly_digest
171.0,26,"email_open, sent_weekly_digest"
171.0,27,"email_open, sent_weekly_digest"
171.0,28,"email_open, sent_weekly_digest"
171.0,29,"email_open, email_clickthrough, sent_weekly_digest"
171.0,30,sent_weekly_digest
171.0,31,sent_weekly_digest
171.0,32,sent_weekly_digest
171.0,33,sent_weekly_digest
171.0,34,sent_weekly_digest
171.0,35,sent_weekly_digest
172.0,18,sent_weekly_digest
172.0,19,sent_weekly_digest
172.0,20,"email_open, sent_weekly_digest"
172.0,21,sent_weekly_digest
172.0,22,sent_weekly_digest
172.0,23,sent_weekly_digest
172.0,24,"email_open, email_clickthrough, sent_weekly_digest"
172.0,25,sent_weekly_digest
172.0,26,sent_weekly_digest
172.0,27,sent_weekly_digest
172.0,28,"email_open, email_clickthrough, sent_weekly_digest"
172.0,29,"email_open, sent_weekly_digest"
172.0,30,"email_open, sent_weekly_digest"
172.0,31,"email_open, sent_weekly_digest"
172.0,32,sent_weekly_digest
172.0,33,sent_weekly_digest
172.0,34,sent_weekly_digest
172.0,35,sent_weekly_digest
173.0,18,sent_weekly_digest
173.0,19,"email_open, sent_weekly_digest"
173.0,20,sent_weekly_digest
173.0,21,"email_open, sent_weekly_digest"
173.0,22,"email_open, sent_weekly_digest"
173.0,23,"email_open, sent_weekly_digest"
173.0,24,sent_weekly_digest
173.0,25,"email_open, sent_weekly_digest"
173.0,26,"email_open, sent_weekly_digest"
173.0,27,sent_weekly_digest
173.0,28,sent_weekly_digest
173.0,29,sent_weekly_digest
173.0,30,sent_weekly_digest
173.0,31,sent_weekly_digest
173.0,32,sent_weekly_digest
173.0,33,sent_weekly_digest
173.0,34,sent_weekly_digest
173.0,35,"email_open, sent_weekly_digest"
175.0,18,sent_weekly_digest
175.0,19,sent_weekly_digest
175.0,20,sent_weekly_digest
175.0,21,"email_open, email_clickthrough, sent_weekly_digest"
175.0,22,"email_open, email_clickthrough, sent_weekly_digest"
175.0,23,sent_weekly_digest
175.0,24,"email_open, email_clickthrough, sent_weekly_digest"
175.0,25,sent_weekly_digest
175.0,26,sent_weekly_digest
175.0,27,sent_weekly_digest
175.0,28,"email_open, sent_weekly_digest"
175.0,29,sent_weekly_digest
175.0,30,sent_weekly_digest
175.0,31,"email_open, sent_weekly_digest"
175.0,32,sent_weekly_digest
175.0,33,sent_weekly_digest
175.0,34,"email_open, email_clickthrough, sent_weekly_digest"
175.0,35,sent_weekly_digest
179.0,18,sent_weekly_digest
179.0,19,sent_weekly_digest
179.0,20,"email_open, sent_weekly_digest"
179.0,21,sent_weekly_digest
179.0,22,"email_open, sent_weekly_digest"
179.0,23,sent_weekly_digest
179.0,24,"email_open, sent_weekly_digest"
179.0,25,sent_weekly_digest
179.0,26,sent_weekly_digest
179.0,27,sent_weekly_digest
179.0,28,sent_weekly_digest
179.0,29,sent_weekly_digest
179.0,30,sent_weekly_digest
179.0,31,sent_weekly_digest
179.0,32,"email_open, sent_weekly_digest"
179.0,33,"email_open, sent_weekly_digest"
179.0,34,sent_weekly_digest
179.0,35,sent_weekly_digest
181.0,18,sent_weekly_digest
181.0,19,sent_weekly_digest
181.0,20,sent_weekly_digest
181.0,21,"email_open, email_clickthrough, sent_weekly_digest"
181.0,22,sent_weekly_digest
181.0,23,sent_weekly_digest
181.0,24,sent_weekly_digest
181.0,25,sent_weekly_digest
181.0,26,sent_weekly_digest
181.0,27,sent_weekly_digest
181.0,28,"email_open, email_clickthrough, sent_weekly_digest"
181.0,29,sent_weekly_digest
181.0,30,sent_weekly_digest
181.0,31,sent_weekly_digest
181.0,32,sent_weekly_digest
181.0,33,sent_weekly_digest
181.0,34,"email_open, sent_weekly_digest"
181.0,35,"email_open, sent_weekly_digest"
182.0,18,sent_weekly_digest
182.0,19,sent_weekly_digest
182.0,20,sent_weekly_digest
182.0,21,sent_weekly_digest
182.0,22,"email_open, email_clickthrough, sent_weekly_digest"
182.0,23,sent_weekly_digest
182.0,24,"email_open, sent_weekly_digest"
182.0,25,sent_weekly_digest
182.0,26,sent_weekly_digest
182.0,27,sent_weekly_digest
182.0,28,sent_weekly_digest
182.0,29,sent_weekly_digest
182.0,30,sent_weekly_digest
182.0,31,sent_weekly_digest
182.0,32,"email_open, sent_weekly_digest"
182.0,33,sent_weekly_digest
182.0,34,sent_weekly_digest
182.0,35,sent_weekly_digest
184.0,18,sent_weekly_digest
184.0,19,sent_weekly_digest
184.0,20,sent_weekly_digest
184.0,21,sent_weekly_digest
184.0,22,sent_weekly_digest
184.0,23,sent_weekly_digest
184.0,24,"email_open, sent_weekly_digest"
184.0,25,"email_open, sent_weekly_digest"
184.0,26,sent_weekly_digest
184.0,27,sent_weekly_digest
184.0,28,sent_weekly_digest
184.0,29,sent_weekly_digest
184.0,30,sent_weekly_digest
184.0,31,sent_weekly_digest
184.0,32,"email_open, sent_weekly_digest"
184.0,33,sent_weekly_digest
184.0,34,sent_weekly_digest
184.0,35,sent_weekly_digest
201.0,19,sent_weekly_digest
201.0,20,sent_weekly_digest
201.0,21,sent_weekly_digest
201.0,22,"email_open, email_clickthrough, sent_weekly_digest"
201.0,23,"email_open, email_clickthrough, sent_weekly_digest"
201.0,24,"email_open, email_clickthrough, sent_weekly_digest"
201.0,25,sent_weekly_digest
201.0,26,sent_weekly_digest
201.0,27,"email_open, sent_weekly_digest"
201.0,28,sent_weekly_digest
201.0,29,"email_open, sent_weekly_digest"
201.0,30,sent_weekly_digest
201.0,31,sent_weekly_digest
201.0,32,sent_weekly_digest
201.0,33,sent_weekly_digest
201.0,34,sent_weekly_digest
201.0,35,sent_weekly_digest
203.0,19,sent_weekly_digest
203.0,20,"email_open, email_clickthrough, sent_weekly_digest"
